 &plot nbnd=  68, nks=    50 /
            0.000000  0.128300  0.134084
  -75.376  -75.307  -75.232  -74.862  -74.789  -74.788  -37.584  -37.567  -37.551  -37.393
  -37.343  -37.330  -37.207  -36.822  -36.803  -36.788  -36.768  -36.637  -36.623  -36.584
  -36.580  -36.571  -36.207  -36.180  -11.956   -7.962   -6.990   -6.376   -5.439   -4.932
   -4.780   -3.370   -2.239   -1.171   -0.394   -0.332    0.441    0.617    0.664    0.800
    1.041    1.414    1.552    1.588    2.152    2.390    2.957    3.152    3.281    3.325
    3.411    3.543    3.733    3.960    4.015    4.175    4.519    5.185    5.379    5.665
    5.886    6.543    6.761    7.014    7.243    7.406    7.557    7.786
            0.000000  0.160375  0.134084
  -75.374  -75.308  -75.232  -74.860  -74.790  -74.789  -37.588  -37.580  -37.561  -37.397
  -37.318  -37.300  -37.210  -36.844  -36.812  -36.795  -36.773  -36.622  -36.605  -36.582
  -36.575  -36.566  -36.226  -36.185  -11.918   -8.166   -7.039   -6.305   -5.417   -4.820
   -4.681   -3.185   -2.162   -1.114   -0.529   -0.438    0.380    0.477    0.721    0.767
    1.009    1.388    1.541    1.611    2.049    2.342    2.902    3.116    3.232    3.299
    3.388    3.515    3.795    3.919    3.986    4.130    4.468    5.182    5.481    5.627
    5.912    6.522    6.754    7.020    7.291    7.477    7.704    7.846
            0.000000  0.192450  0.134084
  -75.373  -75.309  -75.233  -74.859  -74.791  -74.789  -37.608  -37.578  -37.566  -37.402
  -37.292  -37.270  -37.211  -36.871  -36.821  -36.799  -36.779  -36.610  -36.592  -36.578
  -36.566  -36.559  -36.248  -36.191  -11.872   -8.369   -7.091   -6.296   -5.324   -4.692
   -4.573   -2.985   -2.072   -1.048   -0.666   -0.545    0.247    0.373    0.671    0.814
    0.957    1.364    1.507    1.617    1.965    2.270    2.863    3.050    3.166    3.316
    3.361    3.464    3.793    3.899    4.004    4.174    4.409    5.154    5.567    5.605
    5.929    6.489    6.776    7.042    7.329    7.549    7.827    7.917
            0.000000  0.224525  0.134084
  -75.371  -75.310  -75.234  -74.856  -74.792  -74.790  -37.627  -37.578  -37.564  -37.408
  -37.266  -37.247  -37.206  -36.902  -36.830  -36.804  -36.783  -36.600  -36.588  -36.572
  -36.551  -36.544  -36.273  -36.198  -11.818   -8.570   -7.144   -6.335   -5.175   -4.551
   -4.454   -2.777   -1.969   -0.983   -0.798   -0.651    0.080    0.286    0.616    0.773
    0.941    1.331    1.436    1.599    1.908    2.214    2.808    2.972    3.155    3.274
    3.377    3.394    3.796    3.833    4.067    4.289    4.353    5.105    5.566    5.669
    5.942    6.465    6.810    7.085    7.360    7.618    7.868    8.025
            0.000000  0.256600  0.134084
  -75.368  -75.312  -75.235  -74.854  -74.794  -74.791  -37.645  -37.577  -37.559  -37.414
  -37.246  -37.232  -37.186  -36.935  -36.840  -36.810  -36.785  -36.593  -36.586  -36.568
  -36.536  -36.522  -36.301  -36.206  -11.757   -8.769   -7.196   -6.397   -4.993   -4.400
   -4.322   -2.568   -1.858   -0.989   -0.877   -0.733   -0.093    0.201    0.562    0.652
    0.943    1.267    1.360    1.540    1.870    2.217    2.703    2.953    3.156    3.199
    3.308    3.420    3.750    3.837    4.149    4.273    4.456    5.045    5.554    5.737
    5.959    6.463    6.846    7.149    7.391    7.681    7.875    8.130
            0.000000  0.288675  0.134084
  -75.366  -75.313  -75.236  -74.851  -74.796  -74.792  -37.662  -37.574  -37.552  -37.420
  -37.243  -37.209  -37.159  -36.970  -36.849  -36.818  -36.784  -36.589  -36.584  -36.566
  -36.519  -36.498  -36.330  -36.215  -11.688   -8.963   -7.247   -6.467   -4.791   -4.243
   -4.175   -2.363   -1.740   -1.109   -0.946   -0.707   -0.261    0.119    0.501    0.511
    0.900    1.184    1.291    1.456    1.851    2.262    2.592    2.959    3.102    3.173
    3.213    3.466    3.676    3.902    4.180    4.276    4.602    4.990    5.548    5.793
    5.980    6.485    6.879    7.228    7.432    7.735    7.868    8.217
            0.000000  0.320750  0.134084
  -75.363  -75.315  -75.237  -74.849  -74.798  -74.792  -37.677  -37.567  -37.544  -37.425
  -37.245  -37.184  -37.132  -37.007  -36.857  -36.828  -36.780  -36.588  -36.580  -36.566
  -36.500  -36.475  -36.361  -36.225  -11.612   -9.153   -7.293   -6.538   -4.578   -4.085
   -4.013   -2.171   -1.624   -1.243   -1.065   -0.619   -0.418    0.039    0.349    0.440
    0.819    1.090    1.223    1.399    1.825    2.311    2.512    2.943    3.041    3.113
    3.177    3.499    3.630    3.978    4.139    4.376    4.697    4.983    5.549    5.843
    6.009    6.525    6.911    7.304    7.500    7.783    7.853    8.275
            0.000000  0.352825  0.134084
  -75.361  -75.317  -75.238  -74.846  -74.800  -74.793  -37.691  -37.557  -37.536  -37.431
  -37.248  -37.158  -37.108  -37.042  -36.866  -36.839  -36.773  -36.589  -36.576  -36.567
  -36.480  -36.454  -36.393  -36.236  -11.530   -9.336   -7.336   -6.606   -4.358   -3.927
   -3.838   -1.999   -1.532   -1.364   -1.191   -0.603   -0.475   -0.041    0.187    0.358
    0.741    0.967    1.186    1.368    1.773    2.329    2.485    2.867    2.986    3.084
    3.169    3.489    3.649    3.990    4.173    4.491    4.686    5.074    5.561    5.886
    6.054    6.570    6.945    7.362    7.602    7.826    7.838    8.297
            0.000000  0.384900  0.134084
  -75.358  -75.319  -75.238  -74.842  -74.803  -74.794  -37.703  -37.545  -37.528  -37.435
  -37.253  -37.132  -37.102  -37.061  -36.875  -36.850  -36.764  -36.590  -36.574  -36.567
  -36.460  -36.435  -36.421  -36.248  -11.442   -9.512   -7.374   -6.666   -4.133   -3.770
   -3.655   -1.858   -1.575   -1.402   -1.275   -0.727   -0.378   -0.126    0.026    0.272
    0.689    0.855    1.162    1.347    1.691    2.315    2.487    2.778    2.897    3.122
    3.165    3.460    3.705    3.945    4.273    4.604    4.635    5.201    5.594    5.910
    6.135    6.606    6.990    7.404    7.711    7.821    7.885    8.284
            0.000000  0.416975  0.134084
  -75.355  -75.321  -75.239  -74.839  -74.805  -74.794  -37.713  -37.531  -37.518  -37.438
  -37.257  -37.130  -37.107  -37.048  -36.885  -36.861  -36.752  -36.591  -36.577  -36.565
  -36.456  -36.437  -36.414  -36.261  -11.350   -9.679   -7.407   -6.719   -3.906   -3.614
   -3.468   -1.789   -1.696   -1.478   -1.229   -0.842   -0.287   -0.220   -0.122    0.207
    0.654    0.784    1.140    1.325    1.593    2.289    2.477    2.698    2.820    3.121
    3.220    3.437    3.756    3.916    4.363    4.535    4.770    5.313    5.658    5.912
    6.258    6.624    7.047    7.433    7.755    7.840    7.976    8.244
            0.000000  0.449050  0.134084
  -75.352  -75.323  -75.240  -74.836  -74.808  -74.795  -37.721  -37.519  -37.507  -37.438
  -37.264  -37.163  -37.082  -37.031  -36.899  -36.868  -36.738  -36.593  -36.585  -36.561
  -36.481  -36.418  -36.399  -36.275  -11.257   -9.835   -7.434   -6.764   -3.678   -3.463
   -3.282   -1.917   -1.721   -1.548   -1.162   -0.924   -0.325   -0.283   -0.196    0.192
    0.628    0.764    1.114    1.298    1.492    2.255    2.442    2.634    2.763    3.113
    3.287    3.427    3.770    3.947    4.401    4.464    4.943    5.402    5.740    5.900
    6.420    6.619    7.115    7.450    7.736    7.876    8.053    8.226
            0.000000  0.481125  0.134084
  -75.350  -75.324  -75.241  -74.832  -74.812  -74.795  -37.728  -37.510  -37.496  -37.433
  -37.275  -37.191  -37.057  -37.016  -36.915  -36.874  -36.721  -36.599  -36.592  -36.556
  -36.502  -36.398  -36.387  -36.290  -11.165   -9.975   -7.455   -6.799   -3.452   -3.326
   -3.105   -2.102   -1.775   -1.598   -1.120   -0.956   -0.421   -0.381   -0.190    0.233
    0.617    0.781    1.081    1.258    1.402    2.221    2.388    2.587    2.726    3.118
    3.319    3.433    3.781    4.017    4.333    4.455    5.131    5.484    5.783    5.914
    6.564    6.642    7.186    7.454    7.701    7.880    8.034    8.284
            0.000000  0.513200  0.134084
  -75.348  -75.326  -75.241  -74.829  -74.815  -74.795  -37.733  -37.503  -37.490  -37.420
  -37.291  -37.211  -37.034  -37.005  -36.933  -36.877  -36.702  -36.616  -36.594  -36.552
  -36.517  -36.380  -36.377  -36.306  -11.083  -10.091   -7.471   -6.824   -3.230   -3.211
   -2.949   -2.299   -1.840   -1.664   -1.107   -0.944   -0.495   -0.463   -0.199    0.296
    0.628    0.819    1.043    1.202    1.337    2.198    2.331    2.553    2.704    3.138
    3.313    3.440    3.829    4.094    4.237    4.440    5.313    5.570    5.749    5.977
    6.513    6.860    7.257    7.445    7.663    7.827    7.989    8.176
            0.000000  0.545275  0.134084
  -75.346  -75.327  -75.241  -74.825  -74.818  -74.796  -37.736  -37.498  -37.489  -37.404
  -37.310  -37.221  -37.014  -36.998  -36.950  -36.880  -36.681  -36.637  -36.594  -36.548
  -36.527  -36.374  -36.359  -36.323  -11.023  -10.173   -7.480   -6.839   -3.134   -3.019
   -2.836   -2.493   -1.889   -1.732   -1.107   -0.919   -0.539   -0.517   -0.210    0.345
    0.652    0.862    1.008    1.138    1.301    2.192    2.283    2.532    2.692    3.165
    3.291    3.437    3.910    4.125    4.172    4.413    5.462    5.654    5.684    6.032
    6.437    7.105    7.325    7.421    7.633    7.732    7.809    8.146
            0.000000  0.577350  0.134084
  -75.346  -75.328  -75.241  -74.822  -74.821  -74.796  -37.737  -37.495  -37.490  -37.395
  -37.320  -37.224  -37.005  -36.995  -36.958  -36.880  -36.662  -36.657  -36.595  -36.546
  -36.530  -36.372  -36.343  -36.339  -10.999  -10.203   -7.483   -6.844   -3.106   -2.890
   -2.800   -2.609   -1.907   -1.760   -1.109   -0.908   -0.554   -0.535   -0.214    0.363
    0.666    0.885    0.994    1.104    1.290    2.195    2.261    2.524    2.688    3.181
    3.277    3.434    3.978    4.059    4.195    4.396    5.547    5.623    5.698    6.054
    6.397    7.270    7.366    7.411    7.554    7.628    7.769    8.158
            0.033333  0.577350  0.134084
  -75.346  -75.328  -75.241  -74.822  -74.821  -74.796  -37.734  -37.494  -37.490  -37.397
  -37.323  -37.224  -37.004  -36.994  -36.957  -36.879  -36.664  -36.659  -36.594  -36.547
  -36.531  -36.371  -36.342  -36.338  -10.995  -10.204   -7.561   -6.753   -3.151   -2.866
   -2.816   -2.593   -1.948   -1.729   -1.105   -0.910   -0.561   -0.522   -0.208    0.339
    0.663    0.838    1.024    1.116    1.288    2.208    2.267    2.551    2.708    3.186
    3.248    3.464    3.979    4.073    4.191    4.392    5.560    5.635    5.685    6.053
    6.388    7.268    7.358    7.414    7.546    7.637    7.772    8.156
            0.066666  0.577349  0.134084
  -75.345  -75.328  -75.242  -74.822  -74.821  -74.796  -37.728  -37.494  -37.490  -37.401
  -37.331  -37.225  -37.001  -36.990  -36.954  -36.877  -36.669  -36.664  -36.593  -36.548
  -36.532  -36.370  -36.339  -36.336  -10.981  -10.207   -7.724   -6.550   -3.248   -2.864
   -2.824   -2.547   -2.024   -1.677   -1.096   -0.916   -0.579   -0.488   -0.189    0.279
    0.653    0.758    1.059    1.144    1.281    2.249    2.295    2.621    2.763    3.197
    3.200    3.519    3.980    4.111    4.184    4.382    5.596    5.622    5.691    6.050
    6.362    7.260    7.337    7.418    7.525    7.661    7.782    8.148
            0.099999  0.577349  0.134084
  -75.345  -75.328  -75.242  -74.821  -74.820  -74.797  -37.716  -37.494  -37.490  -37.408
  -37.343  -37.226  -36.998  -36.983  -36.949  -36.873  -36.678  -36.673  -36.592  -36.549
  -36.534  -36.367  -36.335  -36.332  -10.957  -10.213   -7.904   -6.302   -3.367   -2.944
   -2.787   -2.481   -2.098   -1.632   -1.087   -0.927   -0.608   -0.441   -0.155    0.197
    0.638    0.677    1.073    1.173    1.267    2.318    2.352    2.715    2.842    3.152
    3.227    3.572    3.975    4.167    4.182    4.375    5.540    5.653    5.754    6.045
    6.327    7.244    7.306    7.418    7.496    7.695    7.798    8.134
            0.133332  0.577348  0.134084
  -75.344  -75.329  -75.242  -74.821  -74.820  -74.799  -37.700  -37.494  -37.491  -37.416
  -37.359  -37.227  -36.994  -36.975  -36.944  -36.868  -36.690  -36.685  -36.590  -36.551
  -36.536  -36.363  -36.331  -36.327  -10.924  -10.225   -8.077   -6.033   -3.497   -3.056
   -2.752   -2.406   -2.159   -1.596   -1.083   -0.942   -0.641   -0.394   -0.108    0.109
    0.607    0.620    1.070    1.191    1.246    2.412    2.434    2.813    2.927    3.127
    3.273    3.611    3.960    4.197    4.224    4.383    5.423    5.728    5.837    6.041
    6.292    7.214    7.260    7.411    7.461    7.738    7.819    8.111
            0.166665  0.577347  0.134084
  -75.343  -75.329  -75.242  -74.820  -74.819  -74.800  -37.681  -37.494  -37.493  -37.426
  -37.377  -37.227  -36.989  -36.966  -36.938  -36.860  -36.704  -36.699  -36.587  -36.553
  -36.539  -36.359  -36.327  -36.323  -10.882  -10.244   -8.233   -5.749   -3.635   -3.192
   -2.715   -2.330   -2.207   -1.570   -1.083   -0.963   -0.674   -0.356   -0.056    0.022
    0.556    0.602    1.060    1.196    1.220    2.523    2.528    2.894    2.996    3.141
    3.351    3.634    3.939    4.228    4.267    4.415    5.280    5.817    5.934    6.040
    6.266    7.160    7.193    7.398    7.427    7.787    7.843    8.073
            0.199998  0.577347  0.134084
  -75.342  -75.330  -75.243  -74.819  -74.818  -74.802  -37.657  -37.497  -37.495  -37.436
  -37.396  -37.228  -36.984  -36.958  -36.933  -36.849  -36.719  -36.715  -36.584  -36.555
  -36.541  -36.353  -36.323  -36.319  -10.831  -10.273   -8.366   -5.456   -3.776   -3.345
   -2.673   -2.257   -2.247   -1.554   -1.086   -0.988   -0.704   -0.328   -0.057   -0.011
    0.528    0.587    1.052    1.188    1.192    2.619    2.638    2.935    3.037    3.205
    3.462    3.641    3.919    4.270    4.293    4.455    5.132    5.918    6.035    6.047
    6.256    7.069    7.098    7.385    7.404    7.835    7.867    8.023
            0.233331  0.577346  0.134084
  -75.341  -75.331  -75.243  -74.818  -74.817  -74.805  -37.630  -37.504  -37.497  -37.444
  -37.415  -37.228  -36.978  -36.950  -36.929  -36.836  -36.734  -36.730  -36.581  -36.556
  -36.544  -36.347  -36.320  -36.317  -10.770  -10.316   -8.472   -5.158   -3.919   -3.507
   -2.626   -2.284   -2.190   -1.548   -1.089   -1.015   -0.728   -0.305   -0.127    0.015
    0.525    0.575    1.054    1.164    1.172    2.698    2.741    2.949    3.063    3.283
    3.592    3.646    3.908    4.305    4.315    4.462    5.013    6.022    6.073    6.128
    6.278    6.937    6.972    7.379    7.401    7.864    7.886    7.981
            0.266664  0.577346  0.134084
  -75.339  -75.332  -75.243  -74.816  -74.816  -74.807  -37.601  -37.514  -37.501  -37.450
  -37.431  -37.227  -36.972  -36.944  -36.928  -36.819  -36.749  -36.746  -36.579  -36.557
  -36.548  -36.339  -36.320  -36.316  -10.700  -10.373   -8.548   -4.859   -4.064   -3.669
   -2.572   -2.325   -2.134   -1.551   -1.089   -1.042   -0.745   -0.286   -0.184    0.024
    0.538    0.566    1.064    1.138    1.152    2.761    2.810    2.956    3.097    3.314
    3.679    3.716    3.914    4.281    4.354    4.425    4.956    6.093    6.152    6.206
    6.336    6.770    6.831    7.391    7.422    7.831    7.903    7.976
            0.299997  0.577345  0.134084
  -75.337  -75.334  -75.244  -74.815  -74.814  -74.810  -37.573  -37.524  -37.509  -37.453
  -37.444  -37.227  -36.967  -36.939  -36.929  -36.799  -36.764  -36.761  -36.578  -36.556
  -36.551  -36.332  -36.320  -36.317  -10.621  -10.446   -8.592   -4.572   -4.207   -3.816
   -2.510   -2.376   -2.096   -1.558   -1.085   -1.065   -0.754   -0.269   -0.227    0.024
    0.555    0.562    1.082    1.118    1.132    2.808    2.836    2.965    3.151    3.278
    3.743    3.794    3.962    4.177    4.382    4.403    4.944    6.153    6.256    6.289
    6.389    6.581    6.707    7.433    7.473    7.724    7.918    7.962
            0.333330  0.577344  0.134084
  -75.336  -75.336  -75.244  -74.814  -74.813  -74.813  -37.560  -37.521  -37.521  -37.451
  -37.451  -37.227  -36.965  -36.933  -36.933  -36.777  -36.775  -36.775  -36.577  -36.554
  -36.554  -36.326  -36.320  -36.320  -10.532  -10.532   -8.607   -4.350   -4.350   -3.897
   -2.441   -2.441   -2.081   -1.561   -1.079   -1.079   -0.756   -0.253   -0.253    0.023
    0.561    0.561    1.096    1.113    1.113    2.833    2.833    2.972    3.213    3.213
    3.785    3.812    4.053    4.053    4.396    4.396    4.944    6.201    6.343    6.343
    6.412    6.413    6.661    7.518    7.518    7.584    7.934    7.934
            0.317457  0.549852  0.134084
  -75.337  -75.334  -75.244  -74.816  -74.812  -74.811  -37.567  -37.535  -37.506  -37.454
  -37.441  -37.227  -36.967  -36.940  -36.926  -36.787  -36.787  -36.751  -36.578  -36.556
  -36.550  -36.330  -36.326  -36.313  -10.626  -10.440   -8.594   -4.483   -4.327   -3.787
   -2.516   -2.370   -2.096   -1.557   -1.077   -1.073   -0.755   -0.260   -0.236    0.024
    0.550    0.566    1.091    1.100    1.141    2.820    2.822    2.964    3.178    3.264
    3.728    3.803    4.010    4.138    4.384    4.400    4.943    6.096    6.244    6.378
    6.439    6.531    6.680    7.330    7.637    7.664    7.932    7.950
            0.301584  0.522359  0.134084
  -75.340  -75.332  -75.243  -74.819  -74.810  -74.810  -37.579  -37.550  -37.497  -37.455
  -37.417  -37.227  -36.974  -36.951  -36.918  -36.797  -36.796  -36.723  -36.578  -36.559
  -36.546  -36.337  -36.333  -36.304  -10.727  -10.339   -8.560   -4.614   -4.433   -3.560
   -2.593   -2.298   -2.138   -1.543   -1.070   -1.056   -0.751   -0.250   -0.218    0.028
    0.519    0.578    1.084    1.093    1.182    2.754    2.805    2.960    3.189    3.300
    3.607    3.778    4.018    4.198    4.362    4.401    4.941    5.900    6.124    6.439
    6.517    6.647    6.722    7.117    7.741    7.773    7.958    7.959
            0.285711  0.494867  0.134084
  -75.342  -75.330  -75.243  -74.823  -74.808  -74.808  -37.591  -37.565  -37.496  -37.455
  -37.384  -37.226  -36.984  -36.965  -36.909  -36.805  -36.803  -36.694  -36.579  -36.561
  -36.540  -36.347  -36.343  -36.295  -10.832  -10.230   -8.506   -4.741   -4.565   -3.347
   -2.644   -2.286   -2.150   -1.521   -1.073   -1.015   -0.746   -0.223   -0.197    0.028
    0.477    0.597    1.077    1.093    1.232    2.655    2.794    2.968    3.218    3.317
    3.492    3.742    4.021    4.223    4.333    4.408    4.939    5.696    6.007    6.486
    6.593    6.693    6.818    6.909    7.780    7.883    7.949    7.981
            0.269839  0.467374  0.134084
  -75.344  -75.328  -75.243  -74.826  -74.807  -74.806  -37.603  -37.578  -37.499  -37.453
  -37.347  -37.222  -36.998  -36.981  -36.900  -36.811  -36.809  -36.664  -36.580  -36.563
  -36.533  -36.359  -36.355  -36.285  -10.940  -10.113   -8.436   -4.865   -4.700   -3.237
   -2.602   -2.390   -2.072   -1.497   -1.084   -0.956   -0.737   -0.179   -0.176    0.019
    0.436    0.624    1.072    1.102    1.290    2.561    2.788    2.972    3.238    3.313
    3.416    3.698    4.006    4.213    4.305    4.420    4.935    5.497    5.899    6.518
    6.644    6.702    6.716    6.919    7.801    7.884    7.985    7.990
            0.253966  0.439882  0.134084
  -75.347  -75.326  -75.242  -74.829  -74.805  -74.805  -37.613  -37.590  -37.504  -37.451
  -37.313  -37.215  -37.015  -36.999  -36.890  -36.815  -36.814  -36.636  -36.581  -36.566
  -36.523  -36.373  -36.369  -36.275  -11.048   -9.988   -8.351   -4.985   -4.831   -3.268
   -2.539   -2.438   -1.970   -1.481   -1.108   -0.882   -0.719   -0.161   -0.121   -0.000
    0.412    0.660    1.068    1.121    1.352    2.491    2.786    2.958    3.238    3.286
    3.393    3.653    3.981    4.177    4.281    4.425    4.927    5.310    5.802    6.520
    6.546    6.677    6.697    6.992    7.819    7.828    7.994    8.036
            0.238093  0.412389  0.134084
  -75.350  -75.324  -75.241  -74.833  -74.803  -74.803  -37.621  -37.600  -37.510  -37.448
  -37.285  -37.199  -37.035  -37.020  -36.880  -36.818  -36.818  -36.612  -36.581  -36.568
  -36.509  -36.388  -36.385  -36.265  -11.154   -9.855   -8.255   -5.102   -4.955   -3.375
   -2.716   -2.223   -1.857   -1.482   -1.142   -0.795   -0.691   -0.172   -0.050   -0.005
    0.415    0.703    1.067    1.151    1.421    2.450    2.786    2.922    3.238    3.241
    3.394    3.615    3.960    4.120    4.263    4.419    4.916    5.137    5.717    6.369
    6.538    6.681    6.682    7.037    7.766    7.838    8.000    8.061
            0.222220  0.384896  0.134084
  -75.352  -75.322  -75.240  -74.836  -74.801  -74.801  -37.627  -37.608  -37.517  -37.444
  -37.269  -37.172  -37.057  -37.041  -36.870  -36.820  -36.819  -36.594  -36.581  -36.570
  -36.488  -36.406  -36.403  -36.255  -11.257   -9.714   -8.148   -5.214   -5.071   -3.511
   -2.912   -2.021   -1.737   -1.505   -1.183   -0.697   -0.651   -0.226    0.031    0.039
    0.442    0.750    1.069    1.193    1.499    2.433    2.780    2.877    3.178    3.253
    3.394    3.587    3.956    4.043    4.247    4.401    4.904    4.979    5.644    6.238
    6.496    6.657    6.690    7.059    7.705    7.854    8.008    8.063
            0.206347  0.357404  0.134084
  -75.355  -75.320  -75.240  -74.840  -74.800  -74.800  -37.632  -37.614  -37.524  -37.440
  -37.260  -37.138  -37.081  -37.063  -36.861  -36.822  -36.818  -36.586  -36.578  -36.572
  -36.462  -36.425  -36.421  -36.246  -11.356   -9.566   -8.033   -5.323   -5.178   -3.657
   -3.123   -1.894   -1.610   -1.526   -1.224   -0.595   -0.591   -0.303    0.119    0.131
    0.490    0.800    1.078    1.248    1.588    2.424    2.759    2.845    3.124    3.266
    3.390    3.569    3.951    3.973    4.232    4.369    4.833    4.898    5.584    6.133
    6.418    6.622    6.713    7.062    7.649    7.861    8.018    8.052
            0.190474  0.329911  0.134084
  -75.358  -75.318  -75.239  -74.843  -74.798  -74.798  -37.633  -37.617  -37.532  -37.436
  -37.254  -37.112  -37.106  -37.073  -36.853  -36.822  -36.816  -36.585  -36.574  -36.572
  -36.447  -36.445  -36.426  -36.236  -11.449   -9.411   -7.912   -5.429   -5.275   -3.806
   -3.342   -1.909   -1.520   -1.478   -1.232   -0.534   -0.477   -0.378    0.211    0.266
    0.554    0.849    1.094    1.315    1.689    2.403    2.712    2.843    3.093    3.270
    3.393    3.562    3.849    4.006    4.213    4.326    4.698    4.902    5.537    6.055
    6.319    6.584    6.741    7.049    7.603    7.857    8.026    8.035
            0.174601  0.302419  0.134084
  -75.361  -75.316  -75.238  -74.846  -74.797  -74.796  -37.633  -37.618  -37.540  -37.431
  -37.251  -37.133  -37.125  -37.047  -36.845  -36.822  -36.812  -36.586  -36.576  -36.569
  -36.466  -36.466  -36.396  -36.227  -11.537   -9.249   -7.786   -5.532   -5.359   -3.954
   -3.568   -2.028   -1.560   -1.342   -1.163   -0.547   -0.359   -0.356    0.304    0.430
    0.632    0.896    1.121    1.390    1.795    2.359    2.642    2.879    3.088    3.265
    3.407    3.566    3.745    4.043    4.194    4.274    4.572    4.922    5.504    6.000
    6.211    6.545    6.772    7.021    7.566    7.842    8.015    8.028
            0.158729  0.274926  0.134084
  -75.363  -75.315  -75.237  -74.849  -74.795  -74.795  -37.629  -37.617  -37.547  -37.426
  -37.248  -37.161  -37.149  -37.009  -36.839  -36.820  -36.806  -36.587  -36.579  -36.567
  -36.488  -36.488  -36.363  -36.218  -11.619   -9.079   -7.658   -5.634   -5.431   -4.097
   -3.794   -2.195   -1.650   -1.203   -1.057   -0.630   -0.247   -0.231    0.396    0.592
    0.736    0.938    1.164    1.467    1.891    2.314    2.564    2.941    3.097    3.257
    3.429    3.581    3.649    4.058    4.193    4.214    4.454    4.957    5.485    5.957
    6.105    6.512    6.804    6.980    7.535    7.815    7.992    8.020
            0.142856  0.247433  0.134084
  -75.366  -75.313  -75.236  -74.852  -74.794  -74.793  -37.624  -37.612  -37.555  -37.420
  -37.246  -37.190  -37.174  -36.971  -36.833  -36.818  -36.800  -36.588  -36.582  -36.567
  -36.510  -36.510  -36.331  -36.210  -11.694   -8.904   -7.530   -5.736   -5.487   -4.234
   -4.017   -2.385   -1.759   -1.063   -0.964   -0.707   -0.107   -0.101    0.483    0.692
    0.895    0.974    1.231    1.536    1.940    2.317    2.495    3.014    3.111    3.253
    3.459    3.547    3.626    4.029    4.151    4.229    4.348    5.005    5.481    5.901
    6.026    6.488    6.835    6.932    7.506    7.776    7.966    8.002
            0.126983  0.219941  0.134084
  -75.368  -75.311  -75.235  -74.854  -74.792  -74.792  -37.616  -37.606  -37.561  -37.414
  -37.249  -37.220  -37.196  -36.935  -36.827  -36.814  -36.793  -36.590  -36.585  -36.569
  -36.531  -36.531  -36.301  -36.203  -11.762   -8.722   -7.405   -5.841   -5.527   -4.363
   -4.232   -2.587   -1.871   -0.934   -0.921   -0.720    0.030    0.045    0.562    0.740
    1.002    1.066    1.330    1.587    1.923    2.399    2.446    3.083    3.126    3.256
    3.480    3.498    3.663    3.974    4.092    4.255    4.285    5.060    5.490    5.812
